split,exercise,quality,target,video,subject,sampled_frames
train,bicep_curl,bad,0,subject_001_bicep_curl_bad_diagonal,001,12
train,bicep_curl,bad,0,subject_001_bicep_curl_bad_front,001,12
train,bicep_curl,bad,0,subject_001_bicep_curl_bad_side,001,12
train,bicep_curl,bad,0,subject_002_bicep_curl_bad_diagonal,002,12
train,bicep_curl,bad,0,subject_002_bicep_curl_bad_front,002,12
train,bicep_curl,bad,0,subject_002_bicep_curl_bad_side,002,12
train,bicep_curl,bad,0,subject_003_bicep_curl_bad_diagonal,003,12
train,bicep_curl,bad,0,subject_003_bicep_curl_bad_front,003,12
train,bicep_curl,bad,0,subject_003_bicep_curl_bad_side,003,12
train,bicep_curl,bad,0,subject_004_bicep_curl_bad_diagonal,004,12
train,bicep_curl,bad,0,subject_004_bicep_curl_bad_front,004,12
train,bicep_curl,bad,0,subject_004_bicep_curl_bad_side,004,12
train,bicep_curl,bad,0,subject_005_bicep_curl_bad_diagonal,005,12
train,bicep_curl,bad,0,subject_005_bicep_curl_bad_front,005,12
train,bicep_curl,bad,0,subject_005_bicep_curl_bad_side,005,12
train,bicep_curl,bad,0,subject_008_bicep_curl_bad_diagonal,008,12
train,bicep_curl,bad,0,subject_008_bicep_curl_bad_front,008,12
train,bicep_curl,bad,0,subject_008_bicep_curl_bad_side,008,12
train,bicep_curl,bad,0,subject_009_bicep_curl_bad_diagonal,009,12
train,bicep_curl,bad,0,subject_009_bicep_curl_bad_front,009,12
train,bicep_curl,bad,0,subject_009_bicep_curl_bad_side,009,12
train,bicep_curl,bad,0,subject_012_bicep_curl_bad_diagonal,012,12
train,bicep_curl,bad,0,subject_012_bicep_curl_bad_front,012,12
train,bicep_curl,bad,0,subject_012_bicep_curl_bad_side,012,12
train,bicep_curl,bad,0,subject_014_bicep_curl_bad_diagonal,014,12
train,bicep_curl,bad,0,subject_014_bicep_curl_bad_front,014,12
train,bicep_curl,bad,0,subject_014_bicep_curl_bad_side,014,12
train,bicep_curl,bad,0,subject_015_bicep_curl_bad_diagonal,015,12
train,bicep_curl,bad,0,subject_015_bicep_curl_bad_front,015,12
train,bicep_curl,bad,0,subject_015_bicep_curl_bad_side,015,12
train,bicep_curl,bad,0,subject_016_bicep_curl_bad_diagonal,016,12
train,bicep_curl,bad,0,subject_016_bicep_curl_bad_front,016,12
train,bicep_curl,bad,0,subject_016_bicep_curl_bad_side,016,12
train,bicep_curl,bad,0,subject_018_bicep_curl_bad_diagonal,018,12
train,bicep_curl,bad,0,subject_018_bicep_curl_bad_front,018,12
train,bicep_curl,bad,0,subject_018_bicep_curl_bad_side,018,12
train,bicep_curl,bad,0,subject_021_bicep_curl_bad_diagonal,021,12
train,bicep_curl,bad,0,subject_021_bicep_curl_bad_front,021,12
train,bicep_curl,bad,0,subject_021_bicep_curl_bad_side,021,12
train,bicep_curl,bad,0,subject_022_bicep_curl_bad_diagonal,022,12
train,bicep_curl,bad,0,subject_022_bicep_curl_bad_front,022,12
train,bicep_curl,bad,0,subject_022_bicep_curl_bad_side,022,12
train,bicep_curl,bad,0,subject_023_bicep_curl_bad_diagonal,023,12
train,bicep_curl,bad,0,subject_023_bicep_curl_bad_front,023,12
train,bicep_curl,bad,0,subject_023_bicep_curl_bad_side,023,12
train,bicep_curl,bad,0,subject_024_bicep_curl_bad_diagonal,024,12
train,bicep_curl,bad,0,subject_024_bicep_curl_bad_front,024,12
train,bicep_curl,bad,0,subject_024_bicep_curl_bad_side,024,12
train,bicep_curl,bad,0,subject_026_bicep_curl_bad_diagonal,026,12
train,bicep_curl,bad,0,subject_026_bicep_curl_bad_front,026,12
train,bicep_curl,bad,0,subject_026_bicep_curl_bad_side,026,12
train,bicep_curl,good,1,subject_001_bicep_curl_good_diagonal,001,12
train,bicep_curl,good,1,subject_001_bicep_curl_good_front,001,12
train,bicep_curl,good,1,subject_001_bicep_curl_good_side,001,12
train,bicep_curl,good,1,subject_002_bicep_curl_good_diagonal,002,12
train,bicep_curl,good,1,subject_002_bicep_curl_good_front,002,12
train,bicep_curl,good,1,subject_002_bicep_curl_good_side,002,12
train,bicep_curl,good,1,subject_003_bicep_curl_good_diagonal,003,12
train,bicep_curl,good,1,subject_003_bicep_curl_good_front,003,12
train,bicep_curl,good,1,subject_003_bicep_good_side,003,12
train,bicep_curl,good,1,subject_004_bicep_curl_good_diagonal,004,12
train,bicep_curl,good,1,subject_004_bicep_curl_good_front,004,12
train,bicep_curl,good,1,subject_004_bicep_curl_good_side,004,12
train,bicep_curl,good,1,subject_005_bicep_curl_good_diagonal,005,12
train,bicep_curl,good,1,subject_005_bicep_curl_good_front,005,12
train,bicep_curl,good,1,subject_005_bicep_curl_good_side,005,12
train,bicep_curl,good,1,subject_008_bicep_curl_good_diagonal,008,12
train,bicep_curl,good,1,subject_008_bicep_curl_good_front,008,12
train,bicep_curl,good,1,subject_008_bicep_curl_good_side,008,12
train,bicep_curl,good,1,subject_009_bicep_curl_good_diagonal,009,12
train,bicep_curl,good,1,subject_009_bicep_curl_good_front,009,12
train,bicep_curl,good,1,subject_009_bicep_curl_good_side,009,12
train,bicep_curl,good,1,subject_012_bicep_curl_good_diagonal,012,12
train,bicep_curl,good,1,subject_012_bicep_curl_good_front,012,12
train,bicep_curl,good,1,subject_012_bicep_curl_good_side,012,12
train,bicep_curl,good,1,subject_014_bicep_curl_good_diagonal,014,12
train,bicep_curl,good,1,subject_014_bicep_curl_good_front,014,12
train,bicep_curl,good,1,subject_014_bicep_curl_good_side,014,12
train,bicep_curl,good,1,subject_015_bicep_curl_good_diagonal,015,12
train,bicep_curl,good,1,subject_015_bicep_curl_good_front,015,12
train,bicep_curl,good,1,subject_015_bicep_curl_good_side,015,12
train,bicep_curl,good,1,subject_016_bicep_curl_good_diagonal,016,12
train,bicep_curl,good,1,subject_016_bicep_curl_good_front,016,12
train,bicep_curl,good,1,subject_016_bicep_curl_good_side,016,12
train,bicep_curl,good,1,subject_018_bicep_curl_good_diagonal,018,12
train,bicep_curl,good,1,subject_018_bicep_curl_good_front,018,12
train,bicep_curl,good,1,subject_018_bicep_curl_good_side,018,12
train,bicep_curl,good,1,subject_021_bicep_curl_good_diagonal,021,12
train,bicep_curl,good,1,subject_021_bicep_curl_good_front,021,12
train,bicep_curl,good,1,subject_021_bicep_curl_good_side,021,12
train,bicep_curl,good,1,subject_022_bicep_curl_good_diagonal,022,12
train,bicep_curl,good,1,subject_022_bicep_curl_good_front,022,12
train,bicep_curl,good,1,subject_022_bicep_curl_good_side,022,12
train,bicep_curl,good,1,subject_023_bicep_curl_good_diagonal,023,12
train,bicep_curl,good,1,subject_023_bicep_curl_good_front,023,12
train,bicep_curl,good,1,subject_023_bicep_curl_good_side,023,12
train,bicep_curl,good,1,subject_024_bicep_curl_good_diagonal,024,12
train,bicep_curl,good,1,subject_024_bicep_curl_good_front,024,12
train,bicep_curl,good,1,subject_024_bicep_curl_good_side,024,12
train,bicep_curl,good,1,subject_026_bicep_curl_good_diagonal,026,12
train,bicep_curl,good,1,subject_026_bicep_curl_good_front,026,12
train,bicep_curl,good,1,subject_026_bicep_curl_good_side,026,12
train,push_up,bad,0,subject_001_push_up_bad_diagonal,001,12
train,push_up,bad,0,subject_001_push_up_bad_front,001,12
train,push_up,bad,0,subject_001_push_up_bad_side,001,12
train,push_up,bad,0,subject_002_push_up_bad_diagonal,002,12
train,push_up,bad,0,subject_002_push_up_bad_front,002,12
train,push_up,bad,0,subject_002_push_up_bad_side,002,12
train,push_up,bad,0,subject_003_push_up_bad_diagonal,003,12
train,push_up,bad,0,subject_003_push_up_bad_front,003,12
train,push_up,bad,0,subject_003_push_up_bad_side,003,12
train,push_up,bad,0,subject_004_push_up_bad_diagonal,004,12
train,push_up,bad,0,subject_004_push_up_bad_front,004,12
train,push_up,bad,0,subject_004_push_up_bad_side,004,12
train,push_up,bad,0,subject_005_push_up_bad_diagonal,005,12
train,push_up,bad,0,subject_005_push_up_bad_front,005,12
train,push_up,bad,0,subject_005_push_up_bad_side,005,12
train,push_up,bad,0,subject_008_push_up_bad_diagonal,008,12
train,push_up,bad,0,subject_008_push_up_bad_front,008,12
train,push_up,bad,0,subject_008_push_up_bad_side,008,12
train,push_up,bad,0,subject_009_push_up_bad_diagonal,009,12
train,push_up,bad,0,subject_009_push_up_bad_front,009,12
train,push_up,bad,0,subject_009_push_up_bad_side,009,12
train,push_up,bad,0,subject_012_push_up_bad_diagonal,012,12
train,push_up,bad,0,subject_012_push_up_bad_front,012,12
train,push_up,bad,0,subject_012_push_up_bad_side,012,12
train,push_up,bad,0,subject_014_push_up_bad_diagonal,014,12
train,push_up,bad,0,subject_014_push_up_bad_front,014,12
train,push_up,bad,0,subject_014_push_up_bad_side,014,12
train,push_up,bad,0,subject_015_push_up_bad_diagonal,015,12
train,push_up,bad,0,subject_015_push_up_bad_front,015,12
train,push_up,bad,0,subject_015_push_up_bad_side,015,12
train,push_up,bad,0,subject_016_push_up_bad_diagonal,016,12
train,push_up,bad,0,subject_016_push_up_bad_front,016,12
train,push_up,bad,0,subject_016_push_up_bad_side,016,12
train,push_up,bad,0,subject_018_push_up_bad_diagonal,018,12
train,push_up,bad,0,subject_018_push_up_bad_front,018,12
train,push_up,bad,0,subject_018_push_up_bad_side,018,12
train,push_up,bad,0,subject_021_push_up_bad_diagonal,021,12
train,push_up,bad,0,subject_021_push_up_bad_front,021,12
train,push_up,bad,0,subject_021_push_up_bad_side,021,12
train,push_up,bad,0,subject_022_push_up_bad_diagonal,022,12
train,push_up,bad,0,subject_022_push_up_bad_front,022,12
train,push_up,bad,0,subject_022_push_up_bad_side,022,12
train,push_up,bad,0,subject_023_push_up_bad_diagonal,023,12
train,push_up,bad,0,subject_023_push_up_bad_front,023,12
train,push_up,bad,0,subject_023_push_up_bad_side,023,12
train,push_up,bad,0,subject_024_push_up_bad_diagonal,024,12
train,push_up,bad,0,subject_024_push_up_bad_front,024,12
train,push_up,bad,0,subject_024_push_up_bad_side,024,12
train,push_up,good,1,subject_001_push_up_good_diagonal,001,12
train,push_up,good,1,subject_001_push_up_good_front,001,12
train,push_up,good,1,subject_001_push_up_good_side,001,12
train,push_up,good,1,subject_002_push_up_good_diagonal,002,12
train,push_up,good,1,subject_002_push_up_good_front,002,12
train,push_up,good,1,subject_002_push_up_good_side,002,12
train,push_up,good,1,subject_003_push_up_good_diagonal,003,12
train,push_up,good,1,subject_003_push_up_good_front,003,12
train,push_up,good,1,subject_003_push_up_good_side,003,12
train,push_up,good,1,subject_004_push_up_good_diagonal,004,12
train,push_up,good,1,subject_004_push_up_good_front,004,12
train,push_up,good,1,subject_004_push_up_good_side,004,12
train,push_up,good,1,subject_005_push_up_good_diagonal,005,12
train,push_up,good,1,subject_005_push_up_good_front,005,12
train,push_up,good,1,subject_005_push_up_good_side,005,12
train,push_up,good,1,subject_008_push_up_good_diagonal,008,12
train,push_up,good,1,subject_008_push_up_good_front,008,12
train,push_up,good,1,subject_008_push_up_good_side,008,12
train,push_up,good,1,subject_009_push_up_good_diagonal,009,12
train,push_up,good,1,subject_009_push_up_good_front,009,12
train,push_up,good,1,subject_009_push_up_good_side,009,12
train,push_up,good,1,subject_012_push_up_good_diagonal,012,12
train,push_up,good,1,subject_012_push_up_good_front,012,12
train,push_up,good,1,subject_012_push_up_good_side,012,12
train,push_up,good,1,subject_014_push_up_good_diagonal,014,12
train,push_up,good,1,subject_014_push_up_good_front,014,12
train,push_up,good,1,subject_014_push_up_good_side,014,12
train,push_up,good,1,subject_015_push_up_good_diagonal,015,12
train,push_up,good,1,subject_015_push_up_good_front,015,12
train,push_up,good,1,subject_015_push_up_good_side,015,12
train,push_up,good,1,subject_016_push_up_good_diagonal,016,12
train,push_up,good,1,subject_016_push_up_good_front,016,12
train,push_up,good,1,subject_016_push_up_good_side,016,12
train,push_up,good,1,subject_018_push_up_good_diagonal,018,12
train,push_up,good,1,subject_018_push_up_good_front,018,12
train,push_up,good,1,subject_018_push_up_good_side,018,12
train,push_up,good,1,subject_021_push_up_good_diagonal,021,12
train,push_up,good,1,subject_021_push_up_good_front,021,12
train,push_up,good,1,subject_021_push_up_good_side,021,12
train,push_up,good,1,subject_022_push_up_good_diagonal,022,12
train,push_up,good,1,subject_022_push_up_good_front,022,12
train,push_up,good,1,subject_022_push_up_good_side,022,12
train,push_up,good,1,subject_023_push_up_good_diagonal,023,12
train,push_up,good,1,subject_023_push_up_good_front,023,12
train,push_up,good,1,subject_023_push_up_good_side,023,12
train,push_up,good,1,subject_024_push_up_good_diagonal,024,12
train,push_up,good,1,subject_024_push_up_good_front,024,12
train,push_up,good,1,subject_024_push_up_good_side,024,12
train,squat,bad,0,subject_001_squat_bad_diagonal,001,12
train,squat,bad,0,subject_001_squat_bad_front,001,12
train,squat,bad,0,subject_001_squat_bad_side,001,12
train,squat,bad,0,subject_002_squat_bad_diagonal,002,12
train,squat,bad,0,subject_002_squat_bad_front,002,12
train,squat,bad,0,subject_002_squat_bad_side,002,12
train,squat,bad,0,subject_003_squat_bad_diagonal,003,12
train,squat,bad,0,subject_003_squat_bad_front,003,12
train,squat,bad,0,subject_003_squat_bad_side,003,12
train,squat,bad,0,subject_004_squat_bad_diagonal,004,12
train,squat,bad,0,subject_004_squat_bad_front,004,12
train,squat,bad,0,subject_004_squat_bad_side,004,12
train,squat,bad,0,subject_005_squat_bad_diagonal,005,12
train,squat,bad,0,subject_005_squat_bad_front,005,12
train,squat,bad,0,subject_005_squat_bad_side,005,12
train,squat,bad,0,subject_008_squat_bad_diagonal,008,12
train,squat,bad,0,subject_008_squat_bad_front,008,12
train,squat,bad,0,subject_008_squat_bad_side,008,12
train,squat,bad,0,subject_009_squat_bad_diagonal,009,12
train,squat,bad,0,subject_009_squat_bad_front,009,12
train,squat,bad,0,subject_009_squat_bad_side,009,12
train,squat,bad,0,subject_012_squat_bad_diagonal,012,12
train,squat,bad,0,subject_012_squat_bad_front,012,12
train,squat,bad,0,subject_012_squat_bad_side,012,12
train,squat,bad,0,subject_014_squat_bad_diagonal,014,12
train,squat,bad,0,subject_014_squat_bad_front,014,12
train,squat,bad,0,subject_014_squat_bad_side,014,12
train,squat,bad,0,subject_015_squat_bad_diagonal,015,12
train,squat,bad,0,subject_015_squat_bad_front,015,12
train,squat,bad,0,subject_015_squat_bad_side,015,12
train,squat,bad,0,subject_016_squat_bad_diagonal,016,12
train,squat,bad,0,subject_016_squat_bad_front,016,12
train,squat,bad,0,subject_016_squat_bad_side,016,12
train,squat,bad,0,subject_018_squat_bad_diagonal,018,12
train,squat,bad,0,subject_018_squat_bad_front,018,12
train,squat,bad,0,subject_018_squat_bad_side,018,12
train,squat,bad,0,subject_021_squat_bad_diagonal,021,12
train,squat,bad,0,subject_021_squat_bad_front,021,12
train,squat,bad,0,subject_021_squat_bad_side,021,12
train,squat,bad,0,subject_022_squat_bad_diagonal,022,12
train,squat,bad,0,subject_022_squat_bad_front,022,12
train,squat,bad,0,subject_022_squat_bad_side,022,12
train,squat,bad,0,subject_023_squat_bad_diagonal,023,12
train,squat,bad,0,subject_023_squat_bad_front,023,12
train,squat,bad,0,subject_023_squat_bad_side,023,12
train,squat,bad,0,subject_024_squat_bad_diagonal,024,12
train,squat,bad,0,subject_024_squat_bad_front,024,12
train,squat,bad,0,subject_024_squat_bad_side,024,12
train,squat,bad,0,subject_026_squat_bad_diagonal,026,12
train,squat,bad,0,subject_026_squat_bad_front,026,12
train,squat,bad,0,subject_026_squat_bad_side,026,12
train,squat,good,1,subject_001_squat_good_diagonal,001,12
train,squat,good,1,subject_001_squat_good_front,001,12
train,squat,good,1,subject_001_squat_good_side,001,12
train,squat,good,1,subject_002_squat_good_diagonal,002,12
train,squat,good,1,subject_002_squat_good_front,002,12
train,squat,good,1,subject_002_squat_good_side,002,12
train,squat,good,1,subject_003_squat_good_diagonal,003,12
train,squat,good,1,subject_003_squat_good_front,003,12
train,squat,good,1,subject_003_squat_good_side,003,12
train,squat,good,1,subject_004_squat_good_diagonal,004,12
train,squat,good,1,subject_004_squat_good_front,004,12
train,squat,good,1,subject_004_squat_good_side,004,12
train,squat,good,1,subject_005_squat_good_diagonal,005,12
train,squat,good,1,subject_005_squat_good_front,005,12
train,squat,good,1,subject_005_squat_good_side,005,12
train,squat,good,1,subject_008_squat_good_diagonal,008,12
train,squat,good,1,subject_008_squat_good_front,008,12
train,squat,good,1,subject_008_squat_good_side,008,12
train,squat,good,1,subject_009_squat_good_diagonal,009,12
train,squat,good,1,subject_009_squat_good_front,009,12
train,squat,good,1,subject_009_squat_good_side,009,12
train,squat,good,1,subject_012_squat_good_diagonal,012,12
train,squat,good,1,subject_012_squat_good_front,012,12
train,squat,good,1,subject_012_squat_good_side,012,12
train,squat,good,1,subject_014_squat_good_diagonal,014,12
train,squat,good,1,subject_014_squat_good_front,014,12
train,squat,good,1,subject_014_squat_good_side,014,12
train,squat,good,1,subject_015_squat_good_diagonal,015,12
train,squat,good,1,subject_015_squat_good_front,015,12
train,squat,good,1,subject_015_squat_good_side,015,12
train,squat,good,1,subject_016_squat_good_diagonal,016,12
train,squat,good,1,subject_016_squat_good_front,016,12
train,squat,good,1,subject_016_squat_good_side,016,12
train,squat,good,1,subject_018_squat_good_diagonal,018,12
train,squat,good,1,subject_018_squat_good_front,018,12
train,squat,good,1,subject_018_squat_good_side,018,12
train,squat,good,1,subject_021_squat_good_diagonal,021,12
train,squat,good,1,subject_021_squat_good_front,021,12
train,squat,good,1,subject_021_squat_good_side,021,12
train,squat,good,1,subject_022_squat_good_diagonal,022,12
train,squat,good,1,subject_022_squat_good_front,022,12
train,squat,good,1,subject_022_squat_good_side,022,12
train,squat,good,1,subject_023_squat_good_diagonal,023,12
train,squat,good,1,subject_023_squat_good_front,023,12
train,squat,good,1,subject_023_squat_good_side,023,12
train,squat,good,1,subject_024_squat_good_diagonal,024,12
train,squat,good,1,subject_024_squat_good_front,024,12
train,squat,good,1,subject_024_squat_good_side,024,12
train,squat,good,1,subject_026_squat_good_diagonal,026,12
train,squat,good,1,subject_026_squat_good_front,026,12
train,squat,good,1,subject_026_squat_good_side,026,12
val,bicep_curl,bad,0,subject_006_bicep_curl_bad_diagonal,006,12
val,bicep_curl,bad,0,subject_006_bicep_curl_bad_front,006,12
val,bicep_curl,bad,0,subject_006_bicep_curl_bad_side,006,12
val,bicep_curl,bad,0,subject_007_bicep_curl_bad_diagonal,007,12
val,bicep_curl,bad,0,subject_007_bicep_curl_bad_front,007,12
val,bicep_curl,bad,0,subject_007_bicep_curl_bad_side,007,12
val,bicep_curl,bad,0,subject_011_bicep_curl_bad_diagonal,011,12
val,bicep_curl,bad,0,subject_011_bicep_curl_bad_front,011,12
val,bicep_curl,bad,0,subject_011_bicep_curl_bad_side,011,12
val,bicep_curl,bad,0,subject_019_bicep_curl_bad_diagonal,019,12
val,bicep_curl,bad,0,subject_019_bicep_curl_bad_front,019,12
val,bicep_curl,bad,0,subject_019_bicep_curl_bad_side,019,12
val,bicep_curl,good,1,subject_006_bicep_curl_good_diagonal,006,12
val,bicep_curl,good,1,subject_006_bicep_curl_good_front,006,12
val,bicep_curl,good,1,subject_006_bicep_curl_good_side,006,12
val,bicep_curl,good,1,subject_007_bicep_curl_good_diagonal,007,12
val,bicep_curl,good,1,subject_007_bicep_curl_good_front,007,12
val,bicep_curl,good,1,subject_007_bicep_curl_good_side,007,12
val,bicep_curl,good,1,subject_011_bicep_curl_good_diagonal,011,12
val,bicep_curl,good,1,subject_011_bicep_curl_good_front,011,12
val,bicep_curl,good,1,subject_011_bicep_curl_good_side,011,12
val,bicep_curl,good,1,subject_019_bicep_curl_good_diagonal,019,12
val,bicep_curl,good,1,subject_019_bicep_curl_good_front,019,12
val,bicep_curl,good,1,subject_019_bicep_curl_good_side,019,12
val,push_up,bad,0,subject_006_push_up_bad_diagonal,006,12
val,push_up,bad,0,subject_006_push_up_bad_front,006,12
val,push_up,bad,0,subject_006_push_up_bad_side,006,12
val,push_up,bad,0,subject_007_push_up_bad_diagonal,007,12
val,push_up,bad,0,subject_007_push_up_bad_front,007,12
val,push_up,bad,0,subject_007_push_up_bad_side,007,12
val,push_up,bad,0,subject_011_push_up_bad_diagonal,011,12
val,push_up,bad,0,subject_011_push_up_bad_front,011,12
val,push_up,bad,0,subject_011_push_up_bad_side,011,12
val,push_up,bad,0,subject_019_push_up_bad_diagonal,019,12
val,push_up,bad,0,subject_019_push_up_bad_front,019,12
val,push_up,bad,0,subject_019_push_up_bad_side,019,12
val,push_up,good,1,subject_006_push_up_good_diagonal,006,12
val,push_up,good,1,subject_006_push_up_good_front,006,12
val,push_up,good,1,subject_006_push_up_good_side,006,12
val,push_up,good,1,subject_007_push_up_good_diagonal,007,12
val,push_up,good,1,subject_007_push_up_good_front,007,12
val,push_up,good,1,subject_007_push_up_good_side,007,12
val,push_up,good,1,subject_011_push_up_good_diagonal,011,12
val,push_up,good,1,subject_011_push_up_good_front,011,12
val,push_up,good,1,subject_011_push_up_good_side,011,12
val,push_up,good,1,subject_019_push_up_good_diagonal,019,12
val,push_up,good,1,subject_019_push_up_good_front,019,12
val,push_up,good,1,subject_019_push_up_good_side,019,12
val,squat,bad,0,subject_006_squat_bad_diagonal,006,12
val,squat,bad,0,subject_006_squat_bad_front,006,12
val,squat,bad,0,subject_006_squat_bad_side,006,12
val,squat,bad,0,subject_007_squat_bad_diagonal,007,12
val,squat,bad,0,subject_007_squat_bad_front,007,12
val,squat,bad,0,subject_007_squat_bad_side,007,12
val,squat,bad,0,subject_011_squat_bad_diagonal,011,12
val,squat,bad,0,subject_011_squat_bad_front,011,12
val,squat,bad,0,subject_011_squat_bad_side,011,12
val,squat,bad,0,subject_019_squat_bad_diagonal,019,12
val,squat,bad,0,subject_019_squat_bad_front,019,12
val,squat,bad,0,subject_019_squat_bad_side,019,12
val,squat,good,1,subject_006_squat_good_diagonal,006,12
val,squat,good,1,subject_006_squat_good_front,006,12
val,squat,good,1,subject_006_squat_good_side,006,12
val,squat,good,1,subject_007_squat_good_diagonal,007,12
val,squat,good,1,subject_007_squat_good_front,007,12
val,squat,good,1,subject_007_squat_good_side,007,12
val,squat,good,1,subject_011_squat_good_diagonal,011,12
val,squat,good,1,subject_011_squat_good_front,011,12
val,squat,good,1,subject_011_squat_good_side,011,12
val,squat,good,1,subject_019_squat_good_diagonal,019,12
val,squat,good,1,subject_019_squat_good_front,019,12
val,squat,good,1,subject_019_squat_good_side,019,12
